<card qty="1" id="43b510f4-1d90-42d4-b414-c7e27ff8e824">Mark V Armor</card>	43b510f4-1d90-42d4-b414-c7e27ff8e824	Mark V Armor		Hero	3	Upgrade	🧪						ARMOR. TECH.
<card qty="1" id="2cd0b387-5223-484f-8cfe-2d8d7a7cc7e8">Mark V Helmet</card>	2cd0b387-5223-484f-8cfe-2d8d7a7cc7e8	Mark V Helmet		Hero	1	Upgrade	👊🏾						ARMOR. TECH.
<card qty="2" id="13e64917-d277-44e7-a649-90e69df67ba9">Powered Gauntlets</card>	13e64917-d277-44e7-a649-90e69df67ba9	Powered Gauntlets		Hero	2	Upgrade	⚡						ARMOR. TECH.
<card qty="2" id="fd37efd8-d1fd-49c1-9ded-9ef3ebb763b2">Rocket Boots</card>	fd37efd8-d1fd-49c1-9ded-9ef3ebb763b2	Rocket Boots		Hero	1	Upgrade	🧪						ARMOR. TECH.
<card qty="1" id="b089edac-1010-4dcb-a679-dab7ba75b041">Shuri</card>	b089edac-1010-4dcb-a679-dab7ba75b041	Shuri		Hero	2	Ally	👊🏾						GENIUS. WAKANDA.
<card qty="1" id="d0b8108c-26a7-45bc-a529-3244768f474d">Ancestral Knowledge</card>	d0b8108c-26a7-45bc-a529-3244768f474d	Ancestral Knowledge		Hero	1	Event	🧪			
<card qty="1" id="9e348b42-e067-4bae-acf3-46d2d742e9ff">Wakanda Forever!</card>	9e348b42-e067-4bae-acf3-46d2d742e9ff	Wakanda Forever!		Hero	1	Event	⚡						TACTIC.
<card qty="1" id="9129d847-2443-4cb2-9f5f-6542c7c01718">Wakanda Forever!</card>	9129d847-2443-4cb2-9f5f-6542c7c01718	Wakanda Forever!		Hero	1	Event	🧪						TACTIC.
<card qty="1" id="4b88f8df-9eeb-43ba-9114-40b76b55cb6f">Wakanda Forever!</card>	4b88f8df-9eeb-43ba-9114-40b76b55cb6f	Wakanda Forever!		Hero	1	Event	👊🏾						TACTIC.
<card qty="2" id="20def532-1101-43f3-b27b-2d57335664d0">Wakanda Forever!</card>	20def532-1101-43f3-b27b-2d57335664d0	Wakanda Forever!		Hero	1	Event	✨						TACTIC.
<card qty="3" id="04138154-763e-449d-b53e-ef3b1f053bb3">Vibranium</card>	04138154-763e-449d-b53e-ef3b1f053bb3	Vibranium		Hero	-	Resource	✨✨				
<card qty="1" id="f0d47c90-7349-4440-b6e8-78a04293621c">The Golden City</card>	f0d47c90-7349-4440-b6e8-78a04293621c	The Golden City		Hero	2	Support	⚡						LOCATION. WAKANDA.
<card qty="1" id="cfbadb2e-90cc-4898-b760-0fa7f971fcfe">Energy Daggers</card>	cfbadb2e-90cc-4898-b760-0fa7f971fcfe	Energy Daggers		Hero	2	Upgrade	🧪						BLACK PANTHER. WEAPON.
<card qty="1" id="576fa771-26be-497f-b5b2-ff86edb09bfa">Panther Claws</card>	576fa771-26be-497f-b5b2-ff86edb09bfa	Panther Claws		Hero	2	Upgrade	⚡						BLACK PANTHER. WEAPON.
<card qty="1" id="6f0c70e1-1b39-4ec8-89f5-62dcd9b406a7">Tactical Genius</card>	6f0c70e1-1b39-4ec8-89f5-62dcd9b406a7	Tactical Genius		Hero	2	Upgrade	👊🏾						BLACK PANTHER. SKILL.
<card qty="1" id="a9469ef7-c792-4b2b-a2ed-d46684cf67a5">Vibranium Suit</card>	a9469ef7-c792-4b2b-a2ed-d46684cf67a5	Vibranium Suit		Hero	2	Upgrade	🧪						ARMOR. BLACK PANTHER.
<card qty="1" id="a690f1b8-7ffc-4330-b715-298e76851f71">Hulk</card>	a690f1b8-7ffc-4330-b715-298e76851f71	Hulk (Bruce Banner)		Aggression	2	Ally	⚡						AVENGER. GAMMA.
<card qty="1" id="ce90e714-7f44-4343-9d2e-a67ff71c119c">Tigra</card>	ce90e714-7f44-4343-9d2e-a67ff71c119c	Tigra (Greer Grant Nelson)		Aggression	3	Ally	🧪						AVENGER.
<card qty="3" id="2e4ddba3-8b3f-479b-bf64-c2c25b5b6fef">Chase Them Down</card>	2e4ddba3-8b3f-479b-bf64-c2c25b5b6fef	Chase Them Down		Aggression	0	Event	🧪						THWART.
<card qty="3" id="540a11a4-a630-4a18-b59b-d11f60191b92">Relentless Assault</card>	540a11a4-a630-4a18-b59b-d11f60191b92	Relentless Assault		Aggression	2	Event	⚡						ATTACK.
<card qty="3" id="30d53042-f68d-4607-afad-257f33099788">Uppercut</card>	30d53042-f68d-4607-afad-257f33099788	Uppercut		Aggression	3	Event	👊🏾						ATTACK.
<card qty="2" id="e81c8970-6e8f-4dff-ac6b-b2a913329e8e">The Power of Aggression</card>	e81c8970-6e8f-4dff-ac6b-b2a913329e8e	The Power of Aggression		Aggression	-	Resource	✨			
<card qty="3" id="8c19e625-e6b4-4b77-ae79-2ef6e946511d">Tac Team</card>	8c19e625-e6b4-4b77-ae79-2ef6e946511d	Tac Team		Aggression	3	Support	⚡						S.H.I.E.L.D.
<card qty="3" id="55102c6c-0197-41af-999d-47df7f8ce521">Combat Training</card>	55102c6c-0197-41af-999d-47df7f8ce521	Combat Training		Aggression	2	Upgrade	👊🏾						SKILL.
<card qty="1" id="9db3e447-9429-4641-8dfd-2f34e3ca64cc">Daredevil</card>	9db3e447-9429-4641-8dfd-2f34e3ca64cc	Daredevil (Matt Murdock)		Justice	4	Ally	👊🏾						DEFENDER.
<card qty="1" id="0edd43ce-a861-4352-aea7-8a53a100f6cd">Jessica Jones</card>	0edd43ce-a861-4352-aea7-8a53a100f6cd	Jessica Jones		Justice	3	Ally	⚡						DEFENDER.
<card qty="3" id="8c071923-f2b1-44e9-a579-db84bb823cc0">For Justice!</card>	8c071923-f2b1-44e9-a579-db84bb823cc0	For Justice!		Justice	2	Event	⚡						THWART.
<card qty="3" id="48acb22e-8bb3-4e0c-ae62-696bbf5830ac">Great Responsibility</card>	48acb22e-8bb3-4e0c-ae62-696bbf5830ac	Great Responsibility		Justice	0	Event	🧪			
<card qty="2" id="e026becd-b30b-42de-b699-dfc9041c3e87">The Power of Justice</card>	e026becd-b30b-42de-b699-dfc9041c3e87	The Power of Justice		Justice	-	Resource	✨			
<card qty="3" id="4ba26dae-aba7-49ad-b32f-ac8f7082dd65">Interrogation Room</card>	4ba26dae-aba7-49ad-b32f-ac8f7082dd65	Interrogation Room		Justice	1	Support	⚡						LOCATION.
<card qty="3" id="32d2a72b-c11b-4269-99c8-83bf6ec3633a">Surveillance Team</card>	32d2a72b-c11b-4269-99c8-83bf6ec3633a	Surveillance Team		Justice	2	Support	🧪						S.H.I.E.L.D.
<card qty="3" id="c7bb3cde-ddd6-415d-a999-29fc98c841d8">Heroic Intuition</card>	c7bb3cde-ddd6-415d-a999-29fc98c841d8	Heroic Intuition		Justice	2	Upgrade	⚡						SKILL.
<card qty="1" id="132a6e25-8d70-416a-aede-2e9cc243de66">Hawkeye</card>	132a6e25-8d70-416a-aede-2e9cc243de66	Hawkeye (Clint Barton)		Leadership	3	Ally	⚡						AVENGER.
<card qty="1" id="ae2b89a1-2c67-4207-9281-21bdae5c176b">Maria Hill</card>	ae2b89a1-2c67-4207-9281-21bdae5c176b	Maria Hill		Leadership	2	Ally	🧪						S.H.I.E.L.D.
<card qty="1" id="a19ba47a-07f7-4521-9d50-5367e375cb01">Vision</card>	a19ba47a-07f7-4521-9d50-5367e375cb01	Vision		Leadership	4	Ally	👊🏾						ANDROID. AVENGER.
<card qty="3" id="6d82a251-a132-4b20-a941-fc04b1cf10ef">Get Ready</card>	6d82a251-a132-4b20-a941-fc04b1cf10ef	Get Ready		Leadership	0	Event	👊🏾			
<card qty="3" id="1447eda1-bb33-4abd-b78b-b278a87f1631">Lead from the Front</card>	1447eda1-bb33-4abd-b78b-b278a87f1631	Lead from the Front		Leadership	2	Event	⚡						TACTIC.
<card qty="3" id="23d1d2d0-88ea-410c-84a8-da63872db6b9">Make the Call</card>	23d1d2d0-88ea-410c-84a8-da63872db6b9	Make the Call		Leadership	0	Event	🧪			
<card qty="2" id="ba5d2c1f-2fb8-4e92-9c77-c50222bc1a9c">The Power of Leadership</card>	ba5d2c1f-2fb8-4e92-9c77-c50222bc1a9c	The Power of Leadership		Leadership	-	Resource	✨			
<card qty="1" id="f8d06472-2828-4a79-8ffc-4234025efd14">The Triskelion</card>	f8d06472-2828-4a79-8ffc-4234025efd14	The Triskelion		Leadership	1	Support	⚡						LOCATION. S.H.I.E.L.D.
<card qty="3" id="9c6681b7-42bf-4ae8-a123-8ca9a8a28ac3">Inspired</card>	9c6681b7-42bf-4ae8-a123-8ca9a8a28ac3	Inspired		Leadership	1	Upgrade	👊🏾						CONDITION.
<card qty="1" id="5a7fee35-ad78-4763-ae4a-8455f8872289">Black Widow</card>	5a7fee35-ad78-4763-ae4a-8455f8872289	Black Widow (Natasha Romanoff)		Protection	3	Ally	👊🏾						S.H.I.E.L.D. SPY.
<card qty="1" id="03db5a4b-3bdf-4a8e-8569-d9641ee4565f">Luke Cage</card>	03db5a4b-3bdf-4a8e-8569-d9641ee4565f	Luke Cage		Protection	4	Ally	⚡						DEFENDER.
<card qty="3" id="d9099ad2-c654-411f-8e9b-080bee245ef4">Counter-Punch</card>	d9099ad2-c654-411f-8e9b-080bee245ef4	Counter-Punch		Protection	0	Event	👊🏾						ATTACK.
<card qty="3" id="67148069-a6e4-4f69-856c-a08c8c4ae5e1">Get Behind Me!</card>	67148069-a6e4-4f69-856c-a08c8c4ae5e1	Get Behind Me!		Protection	1	Event	🧪			
<card qty="2" id="a0390985-df47-494a-85fc-f92a83518e34">The Power of Protection</card>	a0390985-df47-494a-85fc-f92a83518e34	The Power of Protection		Protection	-	Resource	✨			
<card qty="3" id="b7c500ec-9b58-43cb-9310-0ac806a102c8">Med Team</card>	b7c500ec-9b58-43cb-9310-0ac806a102c8	Med Team		Protection	3	Support	⚡						S.H.I.E.L.D.
<card qty="3" id="2bd1068a-73f7-4c58-a212-55cde44e09b1">Armored Vest</card>	2bd1068a-73f7-4c58-a212-55cde44e09b1	Armored Vest		Protection	1	Upgrade	🧪						ARMOR.
<card qty="3" id="0b68b17c-bf82-446c-933a-e6fafbca360e">Indomitable</card>	0b68b17c-bf82-446c-933a-e6fafbca360e	Indomitable		Protection	1	Upgrade	⚡						CONDITION.
<card qty="1" id="07bcfd3b-b6a0-4d70-8f6e-b5f152adf98d">Mockingbird</card>	07bcfd3b-b6a0-4d70-8f6e-b5f152adf98d	Mockingbird (Bobbi Morse)		Basic	3	Ally	👊🏾						S.H.I.E.L.D. SPY.
<card qty="1" id="81144a13-02ef-4873-b0b8-bb8544d62c10">Nick Fury</card>	81144a13-02ef-4873-b0b8-bb8544d62c10	Nick Fury		Basic	4	Ally	🧪						S.H.I.E.L.D. SPY.
<card qty="3" id="cef2d14c-8e58-48e3-9330-5342b583f532">Emergency</card>	cef2d14c-8e58-48e3-9330-5342b583f532	Emergency		Basic	0	Event	⚡						THWART.
<card qty="3" id="559ea4da-8bb7-4021-b4ed-ebb7c8d9bc2c">First Aid</card>	559ea4da-8bb7-4021-b4ed-ebb7c8d9bc2c	First Aid		Basic	1	Event	🧪			
<card qty="3" id="270f6e5d-6331-4211-a3a1-d0bdcc9fa4e2">Haymaker</card>	270f6e5d-6331-4211-a3a1-d0bdcc9fa4e2	Haymaker		Basic	2	Event	⚡						ATTACK.
<card qty="1" id="dd796868-b224-4ec0-be8f-46507c86cbef">Energy</card>	dd796868-b224-4ec0-be8f-46507c86cbef	Energy		Basic	-	Resource	⚡⚡				
<card qty="1" id="ec9d5930-031c-493c-920b-32d980409567">Genius</card>	ec9d5930-031c-493c-920b-32d980409567	Genius		Basic	-	Resource	🧪🧪				
<card qty="1" id="a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc">Strength</card>	a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc	Strength		Basic	-	Resource	👊🏾👊🏾				
<card qty="3" id="f5ab3190-a2d1-4f1f-be25-de0085706eff">Avengers Mansion</card>	f5ab3190-a2d1-4f1f-be25-de0085706eff	Avengers Mansion		Basic	4	Support	🧪						AVENGER. LOCATION.
<card qty="3" id="1350f98c-921d-4594-9189-c1f852526870">Helicarrier</card>	1350f98c-921d-4594-9189-c1f852526870	Helicarrier		Basic	3	Support	👊🏾						LOCATION. S.H.I.E.L.D.
<card qty="3" id="c5cfd294-2e88-4ec8-a2e8-b51309f94bb6">Tenacity</card>	c5cfd294-2e88-4ec8-a2e8-b51309f94bb6	Tenacity		Basic	2	Upgrade	⚡						CONDITION.
<card qty="1" id="5107e3f0-75cd-4472-96c2-59a8dbf508db">Agent 13</card>	5107e3f0-75cd-4472-96c2-59a8dbf508db	Agent 13 (Sharon Carter)		Hero	3	Ally	🧪						S.H.I.E.L.D.
<card qty="2" id="9d70e70b-d878-4f62-aebf-10f4e6e9f378">Fearless Determination</card>	9d70e70b-d878-4f62-aebf-10f4e6e9f378	Fearless Determination		Hero	0	Event	🧪						SUPERPOWER.
<card qty="3" id="9b47c698-4b9b-4f77-8fa1-cf89219cfc7c">Heroic Strike</card>	9b47c698-4b9b-4f77-8fa1-cf89219cfc7c	Heroic Strike		Hero	3	Event	👊🏾						ATTACK.
<card qty="2" id="cc0c1ee8-936f-4e33-825d-0b0ffec6acf5">Shield Block</card>	cc0c1ee8-936f-4e33-825d-0b0ffec6acf5	Shield Block		Hero	0	Event	🧪						DEFENSE.
<card qty="2" id="ffe47983-735a-44de-b9c1-8ae26cb6f3e4">Shield Toss</card>	ffe47983-735a-44de-b9c1-8ae26cb6f3e4	Shield Toss		Hero	0	Event	⚡						ATTACK. SUPERPOWER.
<card qty="1" id="4ffc5f67-e06d-4bf1-b09c-f25fa659f3a1">Steve's Apartment</card>	4ffc5f67-e06d-4bf1-b09c-f25fa659f3a1	Steve's Apartment		Hero	1	Support	⚡						LOCATION.
<card qty="1" id="13ca6feb-7020-4a30-9492-36bde06cad26">Captain America's Helmet</card>	13ca6feb-7020-4a30-9492-36bde06cad26	Captain America's Helmet		Hero	1	Upgrade	👊🏾						ARMOR.
<card qty="1" id="7a661d63-e889-4c3e-9e6f-2655676d7d9d">Captain America's Shield</card>	7a661d63-e889-4c3e-9e6f-2655676d7d9d	Captain America's Shield		Hero	1	Upgrade	✨						ITEM.
<card qty="2" id="bc87714b-a44a-49f5-a24f-769e22bd6545">Super-Soldier Serum</card>	bc87714b-a44a-49f5-a24f-769e22bd6545	Super-Soldier Serum		Hero	2	Upgrade	👊🏾						ITEM.
<card qty="1" id="1fa82660-21b8-418c-a5c8-af1156338572">Falcon</card>	1fa82660-21b8-418c-a5c8-af1156338572	Falcon (Sam Wilson)		Leadership	4	Ally	👊🏾						AERIAL. AVENGER.
<card qty="1" id="a9461524-590d-4547-9678-a8cef09a8760">Squirrel Girl</card>	a9461524-590d-4547-9678-a8cef09a8760	Squirrel Girl (Doreen Green)		Leadership	2	Ally	🧪						AVENGER.
<card qty="1" id="d2a467b2-d9b8-416f-b8f7-b470997657e6">Wonder Man</card>	d2a467b2-d9b8-416f-b8f7-b470997657e6	Wonder Man (Simon Williams)		Leadership	2	Ally	👊🏾						AVENGER.
<card qty="3" id="84167f22-c123-45dd-9fb5-625aaf3d63e5">Avengers Assemble!</card>	84167f22-c123-45dd-9fb5-625aaf3d63e5	Avengers Assemble!		Leadership	4	Event	⚡			
<card qty="3" id="8d7aae51-045d-4dd8-a8a3-9f16be4eb08e">Strength In Numbers</card>	8d7aae51-045d-4dd8-a8a3-9f16be4eb08e	Strength In Numbers		Leadership	0	Event	👊🏾			
<card qty="3" id="6016a632-63e8-4ea7-b464-abdccc660b3c">Quinjet</card>	6016a632-63e8-4ea7-b464-abdccc660b3c	Quinjet		Leadership	1	Support	⚡						AVENGER. VEHICLE.
<card qty="1" id="cf838165-508c-42b9-a8d3-92238741b795">Avengers Tower</card>	cf838165-508c-42b9-a8d3-92238741b795	Avengers Tower		Basic	2	Support	🧪						AVENGER. LOCATION.
<card qty="3" id="d6d98813-2703-46ea-b7ab-30010d75af86">Honorary Avenger</card>	d6d98813-2703-46ea-b7ab-30010d75af86	Honorary Avenger		Basic	0	Upgrade	👊🏾						TITLE.
<card qty="3" id="575a8eb8-a419-42c9-a128-b0f954419e98">Enraged</card>	575a8eb8-a419-42c9-a128-b0f954419e98	Enraged		Aggression	1	Upgrade	👊🏾						CONDITION.
<card qty="3" id="0602bedd-bac1-4cea-8ca3-079fa0fdef36">Followed</card>	0602bedd-bac1-4cea-8ca3-079fa0fdef36	Followed		Justice	1	Upgrade	⚡			
<card qty="3" id="435570c2-1522-4295-b0dc-5c618190a168">Expert Defense</card>	435570c2-1522-4295-b0dc-5c618190a168	Expert Defense		Protection	0	Event	🧪						DEFENSE.
<card qty="3" id="e798e771-db92-4108-8cf5-81019e16cb3c">Enhanced Awareness</card>	e798e771-db92-4108-8cf5-81019e16cb3c	Enhanced Awareness		Basic	2	Upgrade	🧪						CONDITION.
<card qty="1" id="d2e3f2e7-e5c9-4a61-9d32-69255e0ee928">Hawkeye's Bow</card>	d2e3f2e7-e5c9-4a61-9d32-69255e0ee928	Hawkeye's Bow		Hero	0	Upgrade	✨						WEAPON.
<card qty="1" id="d30595b9-78d8-4f0c-a311-e7e8eb8d950f">Hawkeye's Quiver</card>	d30595b9-78d8-4f0c-a311-e7e8eb8d950f	Hawkeye's Quiver		Hero	1	Upgrade	🧪						ITEM.
<card qty="1" id="9e48c3cc-5128-4702-a0bc-c95fae5f3b78">Mockingbird</card>	9e48c3cc-5128-4702-a0bc-c95fae5f3b78	Mockingbird (Bobbi Morse)		Hero	3	Ally	✨						AVENGER. S.H.I.E.L.D.
<card qty="2" id="2ab11521-8653-4aaf-95e9-b4f2863d2d1a">Sonic Arrow</card>	2ab11521-8653-4aaf-95e9-b4f2863d2d1a	Sonic Arrow		Hero	2	Event	🧪						ARROW. ATTACK.
<card qty="2" id="e8401508-8d55-4179-8c98-fbae7eac5b0d">Explosive Arrow</card>	e8401508-8d55-4179-8c98-fbae7eac5b0d	Explosive Arrow		Hero	1	Event	👊🏾						ARROW.
<card qty="2" id="a97379f2-9c00-4d62-8974-ef99941f94a8">Electric Arrow</card>	a97379f2-9c00-4d62-8974-ef99941f94a8	Electric Arrow		Hero	2	Event	⚡						ARROW. ATTACK.
<card qty="2" id="1f22194a-5efd-478d-829d-a79ae7e6fe9d">Cable Arrow</card>	1f22194a-5efd-478d-829d-a79ae7e6fe9d	Cable Arrow		Hero	1	Event	👊🏾						ARROW. THWART.
<card qty="2" id="fa82bc4b-1de1-42c3-a370-bc9342941e09">Vibranium Arrow</card>	fa82bc4b-1de1-42c3-a370-bc9342941e09	Vibranium Arrow		Hero	2	Event	⚡						ARROW. ATTACK.
<card qty="2" id="dd9db590-05af-421e-b4a4-59f8bcecab20">Expert Marksman</card>	dd9db590-05af-421e-b4a4-59f8bcecab20	Expert Marksman		Hero	1	Upgrade	✨						SKILL.
<card qty="1" id="2602d2d2-fb99-4ea5-96dc-21df27fea272">Hawkeye</card>	2602d2d2-fb99-4ea5-96dc-21df27fea272	Hawkeye (Kate Bishop)		Leadership	2	Ally	👊🏾						AVENGER.
<card qty="1" id="68d39c57-1f2e-4720-b4ef-60b3b8566b58">Black Knight</card>	68d39c57-1f2e-4720-b4ef-60b3b8566b58	Black Knight (Dane Whitman)		Leadership	3	Ally	👊🏾						AVENGER.
<card qty="1" id="5169baa5-eeab-4d55-85da-c2b3351cccc8">Goliath</card>	5169baa5-eeab-4d55-85da-c2b3351cccc8	Goliath (Bill Foster)		Leadership	4	Ally	🧪						AVENGER.
<card qty="1" id="01101fde-ac58-4b5d-b816-8e70bc2ea852">U.S. Agent</card>	01101fde-ac58-4b5d-b816-8e70bc2ea852	U.S. Agent (John Walker)		Leadership	3	Ally	🧪						AVENGER.
<card qty="3" id="758cb6f1-b4ff-46bf-8460-f9bc861072dc">Sky Cycle</card>	758cb6f1-b4ff-46bf-8460-f9bc861072dc	Sky Cycle		Leadership	1	Upgrade	⚡						VEHICLE.
<card qty="3" id="df868759-964a-422c-8add-edc9c07b8727">Team Training</card>	df868759-964a-422c-8add-edc9c07b8727	Team Training		Leadership	2	Support	👊🏾						CONDITION.
<card qty="3" id="92d4fd67-f3e6-49d1-92f0-1dc114e4b455">Ready for Action</card>	92d4fd67-f3e6-49d1-92f0-1dc114e4b455	Ready for Action		Leadership	1	Event	🧪						TACTIC.
<card qty="1" id="abbc4f3a-5c0b-481a-8c0d-af62e16e09aa">War Machine</card>	abbc4f3a-5c0b-481a-8c0d-af62e16e09aa	War Machine (James Rhodes)		Basic	4	Ally	🧪						AVENGER. S.H.I.E.L.D.
<card qty="3" id="de67aee9-64bd-4a75-922f-8b00b7f3d92c">Earth's Mightiest Heroes</card>	de67aee9-64bd-4a75-922f-8b00b7f3d92c	Earth's Mightiest Heroes		Basic	0	Event	⚡			
<card qty="1" id="d6c02f6f-530f-4789-badd-035ff0cfe7e9">Captain Marvel</card>	d6c02f6f-530f-4789-badd-035ff0cfe7e9	Captain Marvel (Carol Danvers)		Hero	4	Ally	✨						AVENGER.
